transaction_id,date,region,category,sales_rep,quantity,unit_price,discount_pct,payment_method,customer_age,returned,satisfaction_score,revenue
TXN00021,2022-02-13 21:18:23.807615,South,Furniture,Fatima Yusuf,12,26846.88,0,Transfer,65.0,True,4.0,322162.56
TXN00022,2022-02-16 01:58:18.997995,Central,Electronics,Haruna Musa,7,29256.14,15,,34.0,False,1.0,174074.03
TXN00023,2022-02-18 06:38:14.188376,West,Furniture,Ifeoma Eze,29,4936.5,0,POS,,False,5.0,143158.5
TXN00024,2022-02-20 11:18:09.378757,North,Food & Beverage,Kemi Adeyemi,11,36022.97,0,,36.0,False,2.0,396252.67
TXN00025,2022-02-22 15:58:04.569138,North,Sports,Adewale Bello,33,20295.31,0,Transfer,69.0,False,4.0,669745.23
TXN00026,2022-02-24 20:37:59.759519,East,Furniture,Haruna Musa,6,48847.9,10,POS,32.0,False,2.0,263778.66
TXN00027,2022-02-27 01:17:54.949899,East,Sports,Ifeoma Eze,47,41247.11,20,Cash,,False,5.0,1550891.34
TXN00028,2022-03-01 05:57:50.140280,South,Electronics,Emeka Nwosu,15,26362.81,0,Cash,69.0,False,4.0,395442.15
TXN00029,2022-03-03 10:37:45.330661,West,Sports,James Ojo,32,6599.52,0,Transfer,27.0,False,,211184.64
TXN00030,2022-03-05 15:17:40.521042,West,Sports,Grace Obi,11,43041.08,20,,61.0,False,2.0,378761.5
TXN00031,2022-03-07 19:57:35.711422,East,Clothing,Kemi Adeyemi,23,40089.16,0,Card,48.0,False,2.0,922050.68
TXN00032,2022-03-10 00:37:30.901803,West,Clothing,Grace Obi,26,9636.96,0,Transfer,40.0,False,1.0,250560.96
TXN00033,2022-03-12 05:17:26.092184,West,Clothing,Kemi Adeyemi,34,15116.28,0,POS,69.0,False,5.0,513953.52
TXN00034,2022-03-14 09:57:21.282565,North,Sports,Lanre Afolabi,46,39773.66,0,POS,47.0,False,1.0,1829588.36
TXN00035,2022-03-16 14:37:16.472945,East,Food & Beverage,Fatima Yusuf,34,9668.81,15,Cash,50.0,False,4.0,279428.61
TXN00036,2022-03-18 19:17:11.663326,Central,Sports,Kemi Adeyemi,29,45928.75,0,POS,69.0,True,2.0,1331933.75
TXN00037,2022-03-20 23:57:06.853707,East,Food & Beverage,Grace Obi,4,21514.11,0,Transfer,26.0,False,4.0,86056.44
TXN00038,2022-03-23 04:37:02.044088,Central,Food & Beverage,Lanre Afolabi,17,4808.43,0,POS,64.0,False,4.0,81743.31
TXN00039,2022-03-25 09:16:57.234468,North,Clothing,Kemi Adeyemi,35,40879.56,10,Transfer,,False,3.0,1287706.14
TXN00040,2022-03-27 13:56:52.424849,South,Furniture,Emeka Nwosu,13,18988.73,0,Card,61.0,False,3.0,246853.49
TXN00041,2022-03-29 18:36:47.615230,West,Electronics,Fatima Yusuf,41,26561.71,0,Cash,52.0,False,4.0,1089030.11
TXN00042,2022-03-31 23:16:42.805611,North,Clothing,Kemi Adeyemi,39,6059.07,0,POS,28.0,False,2.0,236303.73
TXN00043,2022-04-03 03:56:37.995991,West,Clothing,Lanre Afolabi,15,627.91,10,Transfer,51.0,False,4.0,8476.78
TXN00044,2022-04-05 08:36:33.186372,South,Furniture,Haruna Musa,29,32080.27,0,,33.0,False,3.0,930327.83
TXN00045,2022-04-07 13:16:28.376753,South,Electronics,Chinwe Okafor,29,26001.17,0,Cash,26.0,False,2.0,754033.93
TXN00046,2022-04-09 17:56:23.567134,North,Sports,Ifeoma Eze,11,29880.16,0,Card,49.0,False,,328681.76
TXN00047,2022-04-11 22:36:18.757515,South,Sports,Chinwe Okafor,32,39790.32,0,Transfer,32.0,False,5.0,1273290.24
TXN00048,2022-04-14 03:16:13.947895,Central,Clothing,Chinwe Okafor,2,32506.99,0,Card,29.0,False,5.0,65013.98
TXN00049,2022-04-16 07:56:09.138276,South,Electronics,Adewale Bello,47,9151.29,10,Card,50.0,False,4.0,387099.57
TXN00050,2022-04-18 12:36:04.328657,West,Clothing,Emeka Nwosu,14,18358.24,0,POS,62.0,False,,257015.36
